RUT,NOMBRE,CLASIFICACION
65152833-K,FUNDACION EDUCACIONAL ST DE ANTOFAGASTA,OTRO MUNICIPAL
65152834-8,CORPORACION EDUCACIONAL ESCUELA ESPECIAL SANTA LUISA,OTRO MUNICIPAL
65152837-2,FUNDACION EDUCACIONAL ST DE EL BOSQUE,OTRO MUNICIPAL
65152838-0,FUNDACION EDUCACIONAL ST DE CURICO,OTRO MUNICIPAL
65152839-9,FUNDACION EDUCACIONAL ST DE LOS ANGELES,OTRO MUNICIPAL
65152841-0,CORPORACION EDUCACIONAL LAS FLORES,OTRO MUNICIPAL
65152843-7,FUNDACION EDUCACIONAL ST DE LA SERENA,OTRO MUNICIPAL
65152869-0,CORPORACION EDUCACIONAL ALTA CUMBRE DE LOS ANDES,OTRO MUNICIPAL
65152871-2,CORPORACION EDUCACIONAL SOCIAL Y CULTURAL LA POZA,OTRO MUNICIPAL
65152875-5,FUNDACION EDUCACIONAL ANNY SCHOOL,OTRO MUNICIPAL
65152884-4,CORPORACION EDUCACIONAL WINTERHILL,OTRO MUNICIPAL
65152891-7,CORPORACION EDUCACIONAL PUREN,OTRO MUNICIPAL
65152892-5,CORPORACION EDUCACIONAL LOS CASTAÑOS,OTRO MUNICIPAL
65152896-8,CORPORACION EDUCACIONAL LOS ACACIOS,OTRO MUNICIPAL
65152903-4,FUNDACION EDUCACIONAL COLEGIO DESIREE,OTRO MUNICIPAL
65152906-9,"CORPORACION EDUCACIONAL DE DERECHO PRIVADO SIN FINES DE LUCRO ""LOS PALTOS""",OTRO MUNICIPAL
65152915-8,CORPORACION EDUCACIONAL GABRIELA MISTRAL,OTRO MUNICIPAL
65152916-6,CORPORACION EDUCACIONAL COLEGIO SAN HERNALDO DE PUCHUNCAVI,OTRO MUNICIPAL
65152917-4,FUNDACION EDUCACIONAL FUTURO,OTRO MUNICIPAL
65152918-2,CORPORACION EDUCACIONAL FANTASIA OSORNO,OTRO MUNICIPAL
65152928-K,CORPORACION EDUCACIONAL HANAMI,OTRO MUNICIPAL
65152929-8,CORPORACION EDUCACIONAL RUPUMEICA,OTRO MUNICIPAL
65152939-5,FUNDACION EDUCACIONAL ARCOIRIS,OTRO MUNICIPAL
65152942-5,CORPORACION EDUCACIONAL ESCUELA DE PARVULOS TIA PATRICIA LLO-LLEO,OTRO MUNICIPAL
65152949-2,CORPORACION EDUCACIONAL KADES BARNEA,OTRO MUNICIPAL
65152957-3,CORPORACION EDUCACIONAL SEMBRANDO PALABRAS DE SAN FELIPE,OTRO MUNICIPAL
65152961-1,FUNDACION EDUCACIONAL COLEGIO RAITRAI,OTRO MUNICIPAL
65152963-8,CORPORACION EDUCACIONAL CAIZ,OTRO MUNICIPAL
65152982-4,CORPORACION EDUCACIONAL SEMBRADOR EDUCA,OTRO MUNICIPAL
65153006-7,FUNDACIÓN EDUCACIONAL URZECAM Y OTROS,OTRO MUNICIPAL
65153008-3,CORPORACION EDUCACIONAL CRECER,OTRO MUNICIPAL
65153011-3,ENTIDAD INDIVIDUAL EDUCACIONAL DAYENU,OTRO MUNICIPAL
65153018-0,CORPORACION EDUCACIONAL PAICAVI LOS ANDES,OTRO MUNICIPAL
65153026-1,CORPORACION EDUCACIONAL SENDERO MAGICO,OTRO MUNICIPAL
65153031-8,CORPORACION EDUCACIONAL MAPULIHUEN,OTRO MUNICIPAL
65153032-6,CORPORACION EDUCACIONAL PIERRE VAYER DE PUENTE ALTO,OTRO MUNICIPAL
65153046-6,CORPORACION EDUCACIONAL LOS ROBLES,OTRO MUNICIPAL
65153067-9,CORPORACION EDUCACIONAL EL RIO DE CAÑETE,OTRO MUNICIPAL
65153068-7,FUNDACION EDUCACIONAL JOSE LANCASTER,OTRO MUNICIPAL
65153069-5,CORPORACION EDUCACIONAL ALTAMIRA COYHAIQUE,OTRO MUNICIPAL
65153074-1,CORPORACION EDUCACIONAL STA. RITA DE CASIA,OTRO MUNICIPAL
65153082-2,CORPORACION EDUCACIONAL CENTRO DE ESTUDIOS Y DESARROLLO INTEGRAL DEL NIÑO,OTRO MUNICIPAL
65153093-8,CORPORACION EDUCACIONAL MEIRONE CRUZ,OTRO MUNICIPAL
65153105-5,CORPORACION EDUCACIONAL COLEGIO CALAMA,OTRO MUNICIPAL
65153115-2,CORPORACION EDUCACIONAL ROSARIO,OTRO MUNICIPAL
65153135-7,FUNDACION EDUCACIONAL ANTIL MAWIDA,OTRO MUNICIPAL
65153138-1,FORM-ARTE CORPORACIÓN EDUCACIONAL,OTRO MUNICIPAL
65153151-9,CORPORACION EDUCACIONAL INTEGRAL CEIA SAN FRANCISCO DE ASIS,OTRO MUNICIPAL
65153152-7,CORPORACION EDUCACIONAL RAICES,OTRO MUNICIPAL
65153164-0,CORPORACION EDUCACIONAL SLS,OTRO MUNICIPAL
65153166-7,CORPORACION EDUCACIONAL NUEVAS UTOPIAS,OTRO MUNICIPAL
65153172-1,FUNDACION EDUCACIONAL REDES,OTRO MUNICIPAL
65153173-K,CORPORACION EDUCACIONAL EL AVE MARIA DE QUILPUE,OTRO MUNICIPAL
65153177-2,FUNDACION EDUCACIONAL NUEVA ESPERANZA YUNGAY,OTRO MUNICIPAL
65153181-0,ENTIDAD INDIVIDUAL EDUCACIONAL CALDERON ESQUIVEL,OTRO MUNICIPAL
65153182-9,ENTIDAD INDIVIDUAL EDUCACIONAL COLEGIO SAN NICOLAS  Y/O COLEGIO SAN NICOLAS E.I.,OTRO MUNICIPAL
65153186-1,SAN IGNACIO ENTIDAD INDIVIDUAL DE EDUCACION,OTRO MUNICIPAL
65153187-K,CORPORACION EDUCACIONAL ESCUELA ESPECIAL DE LENGUAJE MUNDO PALABRITAS,OTRO MUNICIPAL
65153188-8,FUNDACION EDUCACIONAL BAHÍA DARWIN,OTRO MUNICIPAL
65153192-6,CORPORACIÓN EDUCACIONAL LOS ALERCES,OTRO MUNICIPAL
65153193-4,FUNDACION EDUCACIONAL CLUB HIPICO,OTRO MUNICIPAL
65153194-2,ENTIDAD INDIVIDUAL EDUCACIONAL ESCUELA DE LENGUAJE Y JARDIN INFANTIL PEUMAYEN,OTRO MUNICIPAL
65153196-9,CORPORACION EDUCACIONAL COLEGIO LOS PENSAMIENTOS DOS,OTRO MUNICIPAL
65153197-7,CORPORACION EDUCACIONAL EL ARCA,OTRO MUNICIPAL
65153202-7,CORPORACION EDUCACIONAL COLEGIO MONTESSORI,OTRO MUNICIPAL
65153204-3,CORPORACION EDUCACIONAL LEONARDO DA VINCI,OTRO MUNICIPAL
65153214-0,CORPORACION EDUCACIONAL ESCUELA ESPECIAL DE LENGUAJE PALABRAS Y COLORES,OTRO MUNICIPAL
65153219-1,CORPORACION EDUCACIONAL PRINCIPE PIO,OTRO MUNICIPAL
65153222-1,CORPORACION EDUCACIONAL COLEGIO SALI HOCHSCHILD DE PUNITAQUI,OTRO MUNICIPAL
65153234-5,CORPORACION EDUCACIONAL NUEVA PALOMAR,OTRO MUNICIPAL
65153236-1,CORPORACION EDUCACIONAL LOS CONQUISTADORES,OTRO MUNICIPAL
65153243-4,CORPORACION EDUCACIONAL AURORA DE CHILE,OTRO MUNICIPAL
65153247-7,FUNDACION EDUCACIONAL LEONOR VALDEBENITO,OTRO MUNICIPAL
65153249-3,CORPORACION EDUCACIONAL BC,OTRO MUNICIPAL
65153251-5,FUNDACION EDUCACIONAL REGIONAL DEL MAULE,OTRO MUNICIPAL
65153252-3,CORPORACION EDUCACIONAL ALTO PERALILLO,OTRO MUNICIPAL
65153256-6,CORPORACIÓN EDUCACIONAL DEL REAL,OTRO MUNICIPAL
65153258-2,CORPORACION EDUCACIONAL SAN RAFAEL,OTRO MUNICIPAL
65153262-0,FUNDACION EDUCACIONAL RENE MANUEL,OTRO MUNICIPAL
65153264-7,CORPORACION EDUCACIONAL SOCRATES EDUCADORES,OTRO MUNICIPAL
65153276-0,FUNDACION EDUCACIONAL BET EL,OTRO MUNICIPAL
65153278-7,CORPORACION EDUCACIONAL MANUEL MONTT,OTRO MUNICIPAL
65153281-7,FUNDACION EDUCACIONAL AMOR DE DIOS TALCA,OTRO MUNICIPAL
65153289-2,CORPORACIÓN EDUCACIONAL MÁGICAS PALABRAS DE RENCA,OTRO MUNICIPAL
65153307-4,FUNDACION EDUCACIONAL SAN ESTEBAN DEL MAULE,OTRO MUNICIPAL
65153308-2,FUNDACION EDUCACIONAL SAN ESTEBAN DE LINARES,OTRO MUNICIPAL
65153318-K,FUNDACION EDUCACIONAL PLATONI GUZMAN,OTRO MUNICIPAL
65153322-8,CORPORACION EDUCACIONAL PEKES DE TEMUCO,OTRO MUNICIPAL
65153326-0,FUNDACION EDUCACIONAL LA SIEMBRA,OTRO MUNICIPAL
65153333-3,CORPORACION EDUCACIONAL BILBAO,OTRO MUNICIPAL
65153341-4,CORPORACION EDUCACIONAL JUAN SALVADOR,OTRO MUNICIPAL
65153348-1,CORPORACION EDUCACIONAL FUENTEALBA E HIJO,OTRO MUNICIPAL
65153353-8,CORPORACION EDUCACIONAL LOS COPIHUES DEL BOSQUE,OTRO MUNICIPAL
65153356-2,FUNDACION EDUCACIONAL BRAINSTORM,OTRO MUNICIPAL
65153357-0,ENTIDAD INDIVIDUAL EDUCACIONAL COLEGIO MONTEALEGRE,OTRO MUNICIPAL
65153358-9,CORPORACION EDUCACIONAL CHARLES DE GAULLE,OTRO MUNICIPAL
65153362-7,CORPORACION EDUCACIONAL CELQUI,OTRO MUNICIPAL
65153365-1,CORPORACION EDUCACIONAL ESPECIAL DE LENGUAJE EL CASTILLO INFANTIL DE CURICO,OTRO MUNICIPAL
65153383-K,FUNDACION EDUCACIONAL SAN ESTEBAN DE TALCA,OTRO MUNICIPAL
65153387-2,CORPORACION EDUCACIONAL GIRASOL CONCEPCION,OTRO MUNICIPAL
65153388-0,ENTIDAD INDIVIDUAL EDUCACIONAL SIN FRONTERAS,OTRO MUNICIPAL
65153393-7,CORPORACION EDUCACIONAL LIBERTAD CONCEPCION,OTRO MUNICIPAL
65153395-3,CORPORACION EDUCACIONAL LA FRONTERA DEL FUTURO,OTRO MUNICIPAL
65153403-8,FUNDACION EDUCACIONAL COLEGIO STELLA MARI,OTRO MUNICIPAL
65153404-6,FUNDACION EDUCACIONAL AMELIA TRONCOSO,OTRO MUNICIPAL
65153406-2,CORPORACION EDUCACIONAL EDUCERE,OTRO MUNICIPAL
65153414-3,FUNDACION DE BENFICENCIA PUBLICA CULTURAL Y EDUCACIONAL COLECCION CA SA,OTRO MUNICIPAL
65153418-6,CORPORACION EDUCACIONAL CASTORCITO,OTRO MUNICIPAL
65153419-4,CORPORACION EDUCACIONAL MANANTIAL DE TEMUCO,OTRO MUNICIPAL
65153421-6,CORPORACION EDUCACIONAL CLARO DE LUNA COLLEGE,OTRO MUNICIPAL
65153425-9,CORPORACION EDUCACIONAL LIWEN DE TEMUCO,OTRO MUNICIPAL
65153428-3,CORPORACION EDUCACIONAL JOSE MAZA FERNANDEZ,OTRO MUNICIPAL
65153431-3,CORPORACION EDUCACIONAL ALADDIN,OTRO MUNICIPAL
65153435-6,CORPORACION EDUCACIONAL LAWAL,OTRO MUNICIPAL
65153436-4,CORPORACION EDUCACIONAL MIS ANGELITOS DE PADRE HURTADO,OTRO MUNICIPAL
65153442-9,FUNDACION EDUCACIONAL OHIGGINS,OTRO MUNICIPAL
65153443-7,CORPORACION EDUCACIONAL SAN AGUSTIN PASTOR,OTRO MUNICIPAL
65153452-6,CORPORACION EDUCACIONAL VALLE DEL MAIPO,OTRO MUNICIPAL
65153457-7,CORPORACION EDUCACIONAL ALEXANDER FLEMING,OTRO MUNICIPAL
65153463-1,CORPORACION EDUCACIONAL EL MONTE,OTRO MUNICIPAL
65153464-K,FUNDACION EDUCACIONAL DON GREGORIO,OTRO MUNICIPAL
65153467-4,FUNDACION EDUCACIONAL SAN JOAQUIN,OTRO MUNICIPAL
65153469-0,CORPORACION EDUCACIONAL CENTRO DE ESTUDIOS ALONSO DE ERCILLA SAN ANTONIO,OTRO MUNICIPAL
65153471-2,CORPORACION EDUCACIONAL ZARCILLO DE TALCA,OTRO MUNICIPAL
65153473-9,CORPORACION EDUCACIONAL PEQUEÑO SAFARI,OTRO MUNICIPAL
65153476-3,CORPORACION DE EDUCACION AGUSTINIANA,OTRO MUNICIPAL
65153477-1,FUNDACION EDUCACIONAL HEROES DE ATACAMA,OTRO MUNICIPAL
65153483-6,CORPORACION EDUCACIONAL ACONCAGUA,OTRO MUNICIPAL
65153485-2,CORPORACION EDUCACIONAL NUEVA DIDASKALOS,OTRO MUNICIPAL
65153487-9,FUNDACION DE EDUCACION BARRIENTOS TORO,OTRO MUNICIPAL
65153491-7,CORPORACION EDUCACIONAL RUCAHUE TALCAHUANO,OTRO MUNICIPAL
65153492-5,CORPORACION EDUCACIONAL COLEGIO HELENICO,OTRO MUNICIPAL
65153493-3,CORPORACION EDUCACIONAL SERAFINA DEL PILAR,OTRO MUNICIPAL
65153495-K,FUNDACION EDUCACIONAL MANSO DE VELASCO,OTRO MUNICIPAL
65153505-0,FUNDACION EDUCACIONAL LOS ALERCES DE TALAGANTE,OTRO MUNICIPAL
65153509-3,FUNDACION EDUCACIONAL MAKIATO,OTRO MUNICIPAL
65153518-2,CORPORACION EDUCACIONAL NICOLETTA MONTESSORI,OTRO MUNICIPAL
65153532-8,CORPORACION EDUCACIONAL PATAGONIA DE LOS RIOS,OTRO MUNICIPAL
65153535-2,CORPORACION EDUCACIONAL INDEPENDENCIA DE SAN ANTONIO,OTRO MUNICIPAL
65153538-7,CORPORACION EDUCACIONAL EL VALLE,OTRO MUNICIPAL
65153542-5,FUNDACION EDUCACIONAL DON LUIS ENRIQUE,OTRO MUNICIPAL
65153543-3,CENTRO INTEGRAL GABRIELA PASCHUAN ENTIDAD INDIVIDUAL DE EDUCACION,OTRO MUNICIPAL
65153547-6,FUNDACION EDUCACIONAL ANTUCO TALCA,OTRO MUNICIPAL
65153549-2,CORPORACION EDUCACIONAL EBEN-EZER,OTRO MUNICIPAL
65153551-4,CORPORACION EDUCACIONAL INTECH,OTRO MUNICIPAL
65153576-K,CORPORACION EDUCACIONAL DOMINGUEZ GATICA,OTRO MUNICIPAL
65153587-5,FUNDACION EDUCACIONAL SAN BLAS DE QUILPUE,OTRO MUNICIPAL
65153589-1,CORPORACION EDUCACIONAL CENTRO EDUCACIONAL CARAMPAO,OTRO MUNICIPAL
65153592-1,CORPORACION EDUCACIONAL CAMPOMAR,OTRO MUNICIPAL
65153597-2,FUNDACION EDUCACIONAL NAHUEL,OTRO MUNICIPAL
65153599-9,FUNDACION EDUCACIONAL HERNANDEZ CANTEROS,OTRO MUNICIPAL
65153604-9,FUNDACION EDUCACIONAL MARGNOL,OTRO MUNICIPAL
65153611-1,FUNDACION EDUCACIONAL MONICA GALLARDO CONTRERAS,OTRO MUNICIPAL
65153619-7,ENTIDAD INDIVIDUAL EDUCACIONAL CORAZONES,OTRO MUNICIPAL
65153622-7,CORPORACION EDUCACIONAL INAPEWMA,OTRO MUNICIPAL
65153625-1,CORPORACION EDUCACIONAL HELLO CHILDREN,OTRO MUNICIPAL
65153631-6,CORPORACION EDUCACIONAL ANAKENA,OTRO MUNICIPAL
65153635-9,CORPORACION EDUCACIONAL TIO RICO,OTRO MUNICIPAL
65153637-5,CORPORACION EDUCACIONAL CLAUDIO GAY MOURET,OTRO MUNICIPAL
65153639-1,CORPORACIÓN EDUCACIONAL ALTUE TALCAHUANO,OTRO MUNICIPAL
65153641-3,FUNDACION EDUCACIONAL MI JARDIN Y YO,OTRO MUNICIPAL
65153643-K,CORPORACION EDUCACIONAL SAN ANDRES APOSTOL,OTRO MUNICIPAL
65153648-0,FUNDACION EDUCACIONAL MARIA REINA,OTRO MUNICIPAL
65153653-7,CORPORACION EDUCACIONAL JARDIN INFANTIL EL CASTILLO DEL SABER,OTRO MUNICIPAL
65153658-8,CORPORACION EDUCACIONAL PADRE FIDEL ABARCA,OTRO MUNICIPAL
65153659-6,CORPORACION EDUCACIONAL SAN SEBASTIAN,OTRO MUNICIPAL
65153672-3,CORPORACION EDUCACIONAL HEIDI DE LO ESPEJO,OTRO MUNICIPAL
65153676-6,CORPORACION EDUCACIONAL GIRASOLES,OTRO MUNICIPAL
65153681-2,CORPORACION EDUCACIONAL SAEZ QUIJADA,OTRO MUNICIPAL
65153683-9,CORPORACION EDUCACIONAL COLEGIO INGLES DE PURRANQUE,OTRO MUNICIPAL
65153701-0,CORPORACION EDUCACIONAL MARIA DOMINGA MAZZARELLO,OTRO MUNICIPAL
65153706-1,CORPORACION DE EDUCACION DEL TRASTORNO DEL LENGUAJE FLOR DEL DESIERTO,OTRO MUNICIPAL
65153707-K,CORPORACION EDUCACIONAL TRAF TREMUN,OTRO MUNICIPAL
65153717-7,CORPORACION EDUCACIONAL TRAITRAICO,OTRO MUNICIPAL
65153728-2,CORPORACION EDUCACIONAL COLEGIO LAICO DE VALDIVIA,OTRO MUNICIPAL
65153734-7,CORPORACION EDUCACIONAL PARA EL DESARROLLO SOCIAL Y DEL CONOCIMIENTO AMERICA,OTRO MUNICIPAL
65153738-K,CORPORACION EDUCACIONAL COMUNICAME VILLA ALEMANA,OTRO MUNICIPAL
65153743-6,THE BRITISH SCHOOL PATAGONIA CORPORACIÓN EDUCACIONAL,OTRO MUNICIPAL
65153748-7,CORPORACION EDUCACIONAL VALENTIN LETELIER,OTRO MUNICIPAL
65153751-7,FUNDACION EDUCACIONAL THE NEW SCHOOL,OTRO MUNICIPAL
65153753-3,CORPORACION EDUCACIONAL COLEGIO ICADE,OTRO MUNICIPAL
65153763-0,CORPORACION EDUCACIONAL KÜME DUNGUN,OTRO MUNICIPAL
65153764-9,CORPORACION EDUCACIONAL ROCIO DE LOS ANGELES,OTRO MUNICIPAL
65153793-2,CORPORACION EDUCACIONAL ABRA PALABRAS,OTRO MUNICIPAL
65153795-9,CORPORACION EDUCACIONAL PASIEDUC,OTRO MUNICIPAL
65153797-5,CORPORACION EDUCACIONAL HURWEST,OTRO MUNICIPAL
65153807-6,PATAGONIA COLLEGE CORPORACION EDUCACIONAL,OTRO MUNICIPAL
65153814-9,CORPORACION EDUCACIONAL NIDO DE PALABRAS,OTRO MUNICIPAL
65153822-K,FUNDACION EDUCACIONAL ESPERANZA,OTRO MUNICIPAL
65153824-6,CORPORACION EDUCACIONAL MARIO URRA SALAZAR,OTRO MUNICIPAL
65153826-2,CORPORACIÓN EDUCACIONAL NASLAR,OTRO MUNICIPAL
65153831-9,CORPORACION EDUCACIONAL ALENKURA,OTRO MUNICIPAL
65153833-5,CENTRO EDUCACIONAL VICTORIA E.I.E.,OTRO MUNICIPAL
65153835-1,CORPORACION EDUCACIONAL COLEGIO SAO PAULO,OTRO MUNICIPAL
65153843-2,CORPORACION EDUCACIONAL RAYITO DE SOL,OTRO MUNICIPAL
65153844-0,CORPORACION EDUCACIONAL CREEMOS,OTRO MUNICIPAL
65153845-9,CORPORACION EDUCACIONAL PASO A PASITO,OTRO MUNICIPAL
65153853-K,CORPORACION EDUCACIONAL SANTA TERESITA DE LOS ANDES,OTRO MUNICIPAL
65153857-2,CORPORACION EDUCACIONAL SANTA MARIA MAZZARELLO,OTRO MUNICIPAL
65153859-9,CORPORACION EDUCACIONAL LOS GIRASOLES,OTRO MUNICIPAL
65153865-3,CORPORACION EDUCACIONAL DIVINO MAESTRO,OTRO MUNICIPAL
65153868-8,CORPORACION EDUCACIONAL SOL NACIENTE,OTRO MUNICIPAL
65153871-8,CORPORACION EDUCACIONAL COLEGIO EL ALBA DE MACUL,OTRO MUNICIPAL
65153874-2,CORPORACION EDUCACIONAL RUCAMALEN DE EL BOSQUE,OTRO MUNICIPAL
65153875-0,FUNDACION EDUCACIONAL ESCUELA MONTSERRAT EDUCA,OTRO MUNICIPAL
65153877-7,CORPORACION EDUCACIONAL CASPER,OTRO MUNICIPAL
65153884-K,CORPORACION EDUCACIONAL BARQUITO DE PAPEL,OTRO MUNICIPAL
65153903-K,CORPORACION EDUCACIONAL ANDRES BELLO,OTRO MUNICIPAL
65153904-8,CORPORACION EDUCACIONAL MARIA MADRE QUILPUE,OTRO MUNICIPAL
65153907-2,CORPORACION EDUCACIONAL PALABRAS MAGICAS SAN JOAQUIN,OTRO MUNICIPAL
65153911-0,CORPORACION EDUCACIONAL ESCUELA PUNTA NUEVA SALAMANCA,OTRO MUNICIPAL
65153913-7,FUNDACION EDUCACIONAL CURACAVI,OTRO MUNICIPAL
65153919-6,"CORPORACIÓN SOCIAL, CULTURAL Y EDUCACIONAL LITMU",OTRO MUNICIPAL
65153926-9,CORPORACION EDUCACIONAL ECL,OTRO MUNICIPAL
65153927-7,CORPORACION EDUCACIONAL CARRUSEL DE PUENTE ALTO,OTRO MUNICIPAL
65153936-6,CORPORACION EDUCACIONAL ACADEMIA TARAPACA,OTRO MUNICIPAL
65153942-0,CORPORACION EDUCACIONAL APRENDIZAJES,OTRO MUNICIPAL
65153944-7,CORPORACION EDUCACIONAL COLEGIO SAN PEDRO,OTRO MUNICIPAL
65153945-5,CORPORACION EDUCACIONAL CLAUDIO SEBASTIAN MORENO ARAYA,OTRO MUNICIPAL
65153953-6,CORPORACION EDUCACIONAL FUTURO EDUCATIVO,OTRO MUNICIPAL
65153956-0,CORPORACION EDUCACIONAL BRIEBA CASTILLO,OTRO MUNICIPAL
65153963-3,CORPORACION DE EDUCACION AMUILLAN,OTRO MUNICIPAL
65153965-K,CORPORACION EDUCACIONAL CESPED CIFUENTES,OTRO MUNICIPAL
65153968-4,FUNDACIÓN EDUCACIONAL EL CHILCAL,OTRO MUNICIPAL
65153972-2,CORPORACION EDUCACIONAL MARIA MEDIANERA DEL BOSQUE,OTRO MUNICIPAL
65153973-0,ENTIDAD INDIVIDUAL EDUCACIONAL ESCUELA ESPECIAL DE LENGUAJESANTA TERESA DE AVILA,OTRO MUNICIPAL
65153976-5,CORPORACION EDUCACIONAL J Y N SCHOOL,OTRO MUNICIPAL
65153977-3,CORPORACION EDUCACIONAL NUEVA CALAFQUÉN DE CARTAGENA,OTRO MUNICIPAL
65153978-1,CORPORACIÓN EDUCACIONAL GRUPO ARTESANOS,OTRO MUNICIPAL
65153979-K,FUNDACION EDUCACIONAL ZANJA,OTRO MUNICIPAL
65153991-9,CORPORACION EDUCACIONAL MATICES,OTRO MUNICIPAL
65153994-3,CORPORACION EDUCACIONAL ESCUELA PARA ADULTOS SAN ANDRES,OTRO MUNICIPAL
65154005-4,CORPORACION EDUCACIONAL COLEGIO SAN ANDRES DE COLINA,OTRO MUNICIPAL
65154009-7,CORPORACION EDUCACIONAL RAYITO DE SOL DE RAUCO,OTRO MUNICIPAL
65154013-5,CORPORACION EDUCACIONAL SANTA ROSA,OTRO MUNICIPAL
65154014-3,CORPORACION EDUCACIONAL DESPERTARES NUESTRO MUNDO,OTRO MUNICIPAL
65154015-1,CORPORACION EDUCACIONAL ALQUIMIA,OTRO MUNICIPAL
65154016-K,DIRECCION DE EDUCACION PUBLICA,OTRO MUNICIPAL
65154021-6,SERVICIO LOCAL DE EDUCACION LAS BARRANCAS,OTRO MUNICIPAL
65154027-5,CORPRORACION EDUCACIONAL PATRICIA MAUREIRA BUSTAMANTE,OTRO MUNICIPAL
65154031-3,FUNDACION EDUCACIONAL BOSQUES DE SANTA JULIA,OTRO MUNICIPAL
65154036-4,FUNDACION EDUCACIONAL ALMA MATER RENGO,OTRO MUNICIPAL
65154038-0,CORPORACION EDUCACIONAL MARIPOSITAS,OTRO MUNICIPAL
65154045-3,CORPORACION EDUCACIONAL ARTISTICA MOZART,OTRO MUNICIPAL
65154048-8,FUNDACION EDUCACIONAL EDUCAME,OTRO MUNICIPAL
65154053-4,CORPORACION EDUCACIONAL COLEGIO KENNEDY,OTRO MUNICIPAL
65154061-5,CORPORACION EDUCACIONAL NUEVA AURORA DE CHILE,OTRO MUNICIPAL
65154062-3,CORPORACION EDUCACIONAL PAZ Y AMOR ANCUD,OTRO MUNICIPAL
65154081-K,CORPORACIÓN EDUCACIONAL ZOLTAN DIENES,OTRO MUNICIPAL
65154082-8,CORPORACION EDUCACIONAL PATAGONIA,OTRO MUNICIPAL
65154098-4,CORPORACION EDUCACIONAL BREMEN,OTRO MUNICIPAL
65154103-4,FUNDACION EDUCACIONAL RAKIDWAN,OTRO MUNICIPAL
65154106-9,PROYECTAT ENTIDAD INDIVIDUAL EDUCACIONAL,OTRO MUNICIPAL
65154108-5,CORPORACION EDUCACIONAL EIDOS,OTRO MUNICIPAL
65154124-7,ENTIDAD INDIVIDUAL EDUCACIONAL SANTA BARBARA DE PENAFLOR,OTRO MUNICIPAL
65154126-3,CORPORACION EDUCACIONAL EDUCALEN,OTRO MUNICIPAL
65154127-1,CORPORACION EDUCACIONAL RALUI,OTRO MUNICIPAL
65154128-K,CORPORACION EDUCACIONAL ANAIRO,OTRO MUNICIPAL
65154129-8,CORPORACION EDUCACIONAL JORGE ENRIQUE LAGOS SEPULVEDA,OTRO MUNICIPAL
65154131-K,CORPORACION EDUCACIONAL M & C,OTRO MUNICIPAL
65154132-8,CORPORACION EDUCACIONAL SUYAI,OTRO MUNICIPAL
65154134-4,CORPORACION EDUCACIONAL ESCUELA ESPECIAL CORDILLERA PARTE ALTA,OTRO MUNICIPAL
65154135-2,CORPORACION EDUCACIONAL PADRE ALBERTO HURTADO,OTRO MUNICIPAL
65154137-9,CORPORACION EDUCACIONAL CHOLLINCO,OTRO MUNICIPAL
65154141-7,CORPORACION EDUCACIONAL ESCUELA ESPECIAL CORDILLERA PORVENIR,OTRO MUNICIPAL
65154145-K,CORPORACION EDUCACIONAL ESCUELA ESPECIAL CORDILLERA SINDEMPART,OTRO MUNICIPAL
65154147-6,CORPORACION EDUCACIONAL PILMAIQUEN,OTRO MUNICIPAL
65154148-4,CORPORACION EDUCACIONAL ALTA CORDILLERA,OTRO MUNICIPAL
65154149-2,CORPORACION EDUCACIONAL DANILIN,OTRO MUNICIPAL
65154151-4,FUNDACION EDUCACIONAL DESEDUC,OTRO MUNICIPAL
65154152-2,FUNDACION EDUCACIONAL SOL Y LUNA NOGALES,OTRO MUNICIPAL
65154153-0,FUNDACION EDUCACIONAL MI MANANTIAL LA CALERA,OTRO MUNICIPAL
65154154-9,FUNDACION EDUCACIONAL LICEO DESEDUC,OTRO MUNICIPAL
65154155-7,CORPORACION EDUCACIONAL PAX TERRA,OTRO MUNICIPAL
65154156-5,CORPORACION EDUCACIONAL EL PEQUEÑO ESTUDIANTE,OTRO MUNICIPAL
65154158-1,FUNDACION EDUCACIONAL GENIOS DEL FUTURO,OTRO MUNICIPAL
65154161-1,CORPORACION EDUCACIONAL LUCIERNAGA,OTRO MUNICIPAL
65154169-7,CORPORACION EDUCACIONAL EL UMBRAL DE SAN PEDRO DE LA PAZ,OTRO MUNICIPAL
65154171-9,CORPORACION EDUCACIONAL MARANATHA,OTRO MUNICIPAL
65154174-3,FUNDACIÓN EDUCACIONAL LOS TOMES,OTRO MUNICIPAL
65154178-6,CORPORACION EDUCACIONAL PEÑUELAS,OTRO MUNICIPAL
65154183-2,CORPORACION EDUCACIONAL ALBORADA DE LAMPA,OTRO MUNICIPAL
65154192-1,FUNDACION EDUCACIONAL GUERRERO HNOS,OTRO MUNICIPAL
65154193-K,TIERRA DE ANGELES ENTIDAD INDIVIDUAL DE EDUCACION,OTRO MUNICIPAL
65154196-4,FUNDACION EDUCACIONAL NOVO HORIZONTE,OTRO MUNICIPAL
65154199-9,FUNDACION EDUCACIONAL NOVO MUNDO,OTRO MUNICIPAL
65154201-4,CORPORACION EDUCACIONAL CASONA EL BOSQUE,OTRO MUNICIPAL
65154202-2,CORPORACIÓN EDUCACIONAL SAN CRISTÓBAL,OTRO MUNICIPAL
